method,crop,region,year,driver_group,dominant_feature,observed_yield_t_ha,trend_yield_t_ha,yield_gap_t_ha,recovered_gap_t_ha,recoverable_fraction,claim_sentence
03_observed_analog_counterfactual,Barley,Colorado,1990,drought,dry_days_2mm,4.3041,4.9403294294294255,0.6362294294294255,0.5854088856542646,0.9201222995598662,"In Colorado Barley 1990, drought/dry-spell stress was the dominant modelled driver; moving dry_days_2mm toward feasible normal levels recovered 0.585 t/ha (92.0%) of the 0.636 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Colorado,1990,drought,dry_days_2mm,1.7934,2.0998372413793227,0.3064372413793226,0.3064372413793226,1.0,"In Colorado Oats 1990, drought/dry-spell stress was the dominant modelled driver; moving dry_days_2mm toward feasible normal levels recovered 0.306 t/ha (100.0%) of the 0.306 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Montana,1990,drought,max_dry_spell_1mm,1.4347,1.9463192192192196,0.5116192192192195,0.3878607504320099,0.7581043398328996,"In Montana Oats 1990, drought/dry-spell stress was the dominant modelled driver; moving max_dry_spell_1mm toward feasible normal levels recovered 0.388 t/ha (75.8%) of the 0.512 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Colorado,1991,frost_cold,min_tmin,4.3041,5.016868065208058,0.7127680652080581,0.5236963720199761,0.7347360208500759,"In Colorado Barley 1991, frost/cold stress was the dominant modelled driver; moving min_tmin toward feasible normal levels recovered 0.524 t/ha (73.5%) of the 0.713 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Texas,1991,frost_cold,frost_events_2d,1.7216,2.0867878787878986,0.3651878787878986,0.31615995303477484,0.865746021155321,"In Texas Barley 1991, frost/cold stress was the dominant modelled driver; moving frost_events_2d toward feasible normal levels recovered 0.316 t/ha (86.6%) of the 0.365 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Iowa,1991,drought,dry_spell_events_14d,1.7934,2.1940560145860033,0.4006560145860032,0.37236020627112737,0.9293763046484805,"In Iowa Oats 1991, drought/dry-spell stress was the dominant modelled driver; moving dry_spell_events_14d toward feasible normal levels recovered 0.372 t/ha (92.9%) of the 0.401 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Minnesota,1991,drought,dry_days_2mm,1.4347,1.9859069412269363,0.5512069412269363,0.4571534005263488,0.829368003800473,"In Minnesota Oats 1991, drought/dry-spell stress was the dominant modelled driver; moving dry_days_2mm toward feasible normal levels recovered 0.457 t/ha (82.9%) of the 0.551 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Wheat,Illinois,1991,excess_rain,max_7day_rain,2.152,3.0019648348348085,0.8499648348348083,0.6891355134642926,0.8107812055521413,"In Illinois Wheat 1991, excess rainfall or wetness was the dominant modelled driver; moving max_7day_rain toward feasible normal levels recovered 0.689 t/ha (81.1%) of the 0.850 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Wheat,Washington,1991,excess_rain,heavy_rain_days_10,3.0868,3.8926784641784575,0.8058784641784573,0.6229963540603755,0.7730648996750165,"In Washington Wheat 1991, excess rainfall or wetness was the dominant modelled driver; moving heavy_rain_days_10 toward feasible normal levels recovered 0.623 t/ha (77.3%) of the 0.806 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Colorado,1992,excess_rain,heavy_rain_days_25,4.3579,5.093406700986691,0.7355067009866909,0.5734420342503215,0.7796557576987976,"In Colorado Barley 1992, excess rainfall or wetness was the dominant modelled driver; moving heavy_rain_days_25 toward feasible normal levels recovered 0.573 t/ha (78.0%) of the 0.736 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Washington,1992,excess_rain,heavy_rain_days_25,2.421,3.2568276319176324,0.8358276319176325,0.7184904875655648,0.8596156194515104,"In Washington Barley 1992, excess rainfall or wetness was the dominant modelled driver; moving heavy_rain_days_25 toward feasible normal levels recovered 0.718 t/ha (86.0%) of the 0.836 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Wheat,Nebraska,1992,heat,max_consecutive_heat_days_30,2.0175,2.416996151866151,0.39949615186615084,0.32945414932722744,0.8246741496464011,"In Nebraska Wheat 1992, heat exposure was the dominant modelled driver; moving max_consecutive_heat_days_30 toward feasible normal levels recovered 0.329 t/ha (82.5%) of the 0.399 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Wheat,Washington,1992,heat,heatwave_events_3d_30,3.3222,3.901601823251818,0.5794018232518181,0.5794018232518181,1.0,"In Washington Wheat 1992, heat exposure was the dominant modelled driver; moving heatwave_events_3d_30 toward feasible normal levels recovered 0.579 t/ha (100.0%) of the 0.579 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Colorado,1993,drought,dry_spell_events_7d,4.5731,5.169945336765323,0.5968453367653233,0.4353898691904341,0.7294852491435773,"In Colorado Barley 1993, drought/dry-spell stress was the dominant modelled driver; moving dry_spell_events_7d toward feasible normal levels recovered 0.435 t/ha (72.9%) of the 0.597 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Illinois,1993,drought,dry_days_2mm,1.8292,2.2663275203775086,0.4371275203775087,0.4371275203775087,1.0,"In Illinois Oats 1993, drought/dry-spell stress was the dominant modelled driver; moving dry_days_2mm toward feasible normal levels recovered 0.437 t/ha (100.0%) of the 0.437 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Iowa,1993,drought,dry_days_2mm,1.4347,2.2300232990132898,0.7953232990132897,0.6327522157871694,0.7955911974063723,"In Iowa Oats 1993, drought/dry-spell stress was the dominant modelled driver; moving dry_days_2mm toward feasible normal levels recovered 0.633 t/ha (79.6%) of the 0.795 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Kansas,1993,excess_rain,heavy_rain_days_50,1.2195,1.734650960960959,0.515150960960959,0.22416040285545757,0.4351353677712458,"In Kansas Oats 1993, excess rainfall or wetness was the dominant modelled driver; moving heavy_rain_days_50 toward feasible normal levels recovered 0.224 t/ha (43.5%) of the 0.515 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Oats,Nebraska,1993,heat,heatwave_events_3d_30,1.5423,2.06665645216645,0.5243564521664501,0.4325120151072155,0.8248435073512173,"In Nebraska Oats 1993, heat exposure was the dominant modelled driver; moving heatwave_events_3d_30 toward feasible normal levels recovered 0.433 t/ha (82.5%) of the 0.524 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Wheat,Iowa,1993,heat,season_tmean_mean,1.6813,2.680891674876861,0.999591674876861,0.8192041426453154,0.8195387809189514,"In Iowa Wheat 1993, heat exposure was the dominant modelled driver; moving season_tmean_mean toward feasible normal levels recovered 0.819 t/ha (82.0%) of the 1.000 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Texas,1994,frost_cold,frost_events_2d,1.7754,2.1288496969697093,0.3534496969697092,0.28659162267798555,0.8108413308458617,"In Texas Barley 1994, frost/cold stress was the dominant modelled driver; moving frost_events_2d toward feasible normal levels recovered 0.287 t/ha (81.1%) of the 0.353 t/ha detrended yield shortfall."
03_observed_analog_counterfactual,Barley,Washington,1994,excess_rain,heavy_rain_days_10,2.5286,3.2731692277992277,0.7445692277992277,0.6786945223836078,0.9115264196314826,"In Washington Barley 1994, excess rainfall or wetness was the dominant modelled driver; moving heavy_rain_days_10 toward feasible normal levels recovered 0.679 t/ha (91.2%) of the 0.745 t/ha detrended yield shortfall."
